cell,metric,note,pair,target_est,ref_est,n_target,routes_target,n_ref,routes_ref,diff,ci_lo,ci_hi,mde80,effect_over_mde,excludes0,ref_ok
A15_8-15,hf_rms_2-10Hz,4,T5-V282old,9.3076,2.1926,5,1,16,3,7.115,5.0945,11.9167,3.7461,1.8993,True,False
A15_8-15,hf_rms_2-10Hz,4,T5-V282pool,9.3076,1.6607,5,1,51,6,7.6469,5.4343,12.4461,3.9375,1.9421,True,True
A15_8-15,hf_rms_2-10Hz,4,T4-V282,11.892,1.3906,17,1,35,3,10.5013,5.2329,11.6025,4.4214,2.3751,True,True
A15_8-15,hf_rms_2-10Hz,4,T4-V282old,11.892,2.1926,17,1,16,3,9.6993,4.5767,11.1171,3.7981,2.5537,True,False
A15_8-15,hf_rms_2-10Hz,4,T4-V282pool,11.892,1.6607,17,1,51,6,10.2312,5.103,11.541,3.8773,2.6388,True,True
A15_8-15,hf_rms_2-10Hz,4,V282old-V282,2.1926,1.3906,16,3,35,3,0.802,-1.2816,1.2428,2.3328,0.3438,False,True
A15_8-15,travel_conc,4,T64B-V282,0.3195,0.1938,24,1,35,3,0.1257,0.064,0.256,0.1414,0.8893,True,True
A15_8-15,travel_conc,4,T64B-V282old,0.3195,0.178,24,1,16,3,0.1415,0.0665,0.2366,0.1243,1.1383,True,False
A15_8-15,travel_conc,4,T64B-V282pool,0.3195,0.1897,24,1,51,6,0.1298,0.0691,0.2428,0.1223,1.0616,True,True
A15_8-15,travel_conc,4,T5-V282,0.2694,0.1938,5,1,35,3,0.0756,0.0163,0.3668,0.2427,0.3114,True,True
A15_8-15,travel_conc,4,T5-V282old,0.2694,0.178,5,1,16,3,0.0914,0.0273,0.3789,0.232,0.3938,True,False
A15_8-15,travel_conc,4,T5-V282pool,0.2694,0.1897,5,1,51,6,0.0797,0.0273,0.3742,0.2328,0.3423,True,True
A15_8-15,travel_conc,4,T4-V282,0.2761,0.1938,17,1,35,3,0.0823,0.013,0.2807,0.1805,0.4559,True,True
A15_8-15,travel_conc,4,T4-V282old,0.2761,0.178,17,1,16,3,0.0981,0.0243,0.256,0.1646,0.5959,True,False
A15_8-15,travel_conc,4,T4-V282pool,0.2761,0.1897,17,1,51,6,0.0864,0.0214,0.2492,0.1609,0.5367,True,True
A15_8-15,travel_conc,4,V282old-V282,0.178,0.1938,16,3,35,3,-0.0158,-0.0523,0.0737,0.0972,0.1624,False,True
A15_8-15,dwelljump_per100deg,4,T64B-V282,1.8844,1.1907,25,1,35,3,0.6936,-1.0605,3.1244,2.9953,0.2316,False,True
A15_8-15,dwelljump_per100deg,4,T64B-V282old,1.8844,0.0,25,1,16,3,1.8844,0.7353,3.6425,2.1043,0.8955,True,False
A15_8-15,dwelljump_per100deg,4,T64B-V282pool,1.8844,0.6268,25,1,51,6,1.2576,-0.2675,3.3015,2.5837,0.4867,False,True
A15_8-15,dwelljump_per100deg,4,T5-V282,0.0,1.1907,5,1,35,3,-1.1907,-2.363,0.0,2.2059,0.5398,False,True
A15_8-15,dwelljump_per100deg,4,T5-V282old,0.0,0.0,5,1,16,3,0.0,0.0,0.0,0.0,nan,False,False
A15_8-15,dwelljump_per100deg,4,T5-V282pool,0.0,0.6268,5,1,51,6,-0.6268,-1.6065,0.0,1.4509,0.432,False,True
A15_8-15,dwelljump_per100deg,4,T4-V282,0.1689,1.1907,17,1,35,3,-1.0218,-2.203,0.3826,2.2267,0.4589,False,True
A15_8-15,dwelljump_per100deg,4,T4-V282old,0.1689,0.0,17,1,16,3,0.1689,0.0,0.5466,0.4523,0.3735,False,False
A15_8-15,dwelljump_per100deg,4,T4-V282pool,0.1689,0.6268,17,1,51,6,-0.4579,-1.4467,0.4045,1.5146,0.3023,False,True
A15_8-15,dwelljump_per100deg,4,V282old-V282,0.0,1.1907,16,3,35,3,-1.1907,-2.363,0.0,2.2059,0.5398,False,True
A15_8-15,turn_lag_build_excess,3,T4-V282,-0.0049,0.0214,5,1,3,1,-0.0263,-0.3177,0.667,0.6868,0.0383,False,False
A15_8-15,turn_lag_build_excess,3,T4-V282pool,-0.0049,0.0299,5,1,4,2,-0.0348,-0.3262,0.6585,0.6563,0.0531,False,True
A15_8-15,turn_lag_unwind_excess,3,T64B-V282,0.0056,-0.0056,4,1,4,1,0.0112,-0.2828,0.1944,0.3612,0.0309,False,False
A15_8-15,turn_lag_unwind_excess,3,T64B-V282pool,0.0056,0.0572,4,1,5,2,-0.0516,-0.5986,0.1944,0.6484,0.0796,False,True
A15_8-15,turn_lag_unwind_excess,3,T4-V282,0.0689,-0.0056,5,1,4,1,0.0744,-0.197,0.2001,0.302,0.2465,False,False
A15_8-15,turn_lag_unwind_excess,3,T4-V282pool,0.0689,0.0572,5,1,5,2,0.0117,-0.4748,0.2001,0.615,0.019,False,True
A15_8-15,turn_lag_build,3,T4-V282,0.2747,0.2214,5,1,3,1,0.0533,-0.2381,0.7466,0.6842,0.0779,False,False
A15_8-15,turn_lag_build,3,T4-V282pool,0.2747,0.2299,5,1,4,2,0.0448,-0.2466,0.7466,0.677,0.0661,False,True
A15_8-15,turn_lag_unwind,3,T64B-V282,0.3078,0.1944,4,1,4,1,0.1134,-0.1806,0.2758,0.3645,0.311,False,False
A15_8-15,turn_lag_unwind,3,T64B-V282pool,0.3078,0.2572,4,1,5,2,0.0506,-0.4964,0.2758,0.6431,0.0787,False,True
A15_8-15,turn_lag_unwind,3,T4-V282,0.3484,0.1944,5,1,4,1,0.154,-0.1174,0.2797,0.3148,0.4892,False,False
A15_8-15,turn_lag_unwind,3,T4-V282pool,0.3484,0.2572,5,1,5,2,0.0913,-0.3952,0.2797,0.6199,0.1473,False,True
A15_8-15,turn_gain_build,3,T4-V282,1.152,1.0874,5,1,3,1,0.0646,-0.1237,0.4336,0.3295,0.1961,False,False
A15_8-15,turn_gain_build,3,T4-V282pool,1.152,1.0948,5,1,4,2,0.0572,-0.4245,0.4262,0.594,0.0964,False,True
A15_8-15,turn_gain_hold,3,T64B-V282,0.9431,1.0242,4,1,5,1,-0.0811,-0.167,-0.0498,0.0967,0.838,True,False
A15_8-15,turn_gain_hold,3,T64B-V282pool,0.9431,1.044,4,1,6,2,-0.1009,-0.2007,-0.0499,0.1144,0.8821,True,True
A15_8-15,turn_gain_hold,3,T4-V282,0.9571,1.0242,4,1,5,1,-0.0671,-0.187,0.0473,0.1741,0.3851,False,False
A15_8-15,turn_gain_hold,3,T4-V282pool,0.9571,1.044,4,1,6,2,-0.0869,-0.2083,0.0452,0.1866,0.4655,False,True
A15_8-15,turn_gain_unwind,3,T64B-V282,1.0227,1.0131,4,1,4,1,0.0096,-0.2224,0.1124,0.2392,0.04,False,False
A15_8-15,turn_gain_unwind,3,T64B-V282pool,1.0227,1.0183,4,1,5,2,0.0044,-0.2822,0.086,0.2955,0.0149,False,True
A15_8-15,turn_gain_unwind,3,T4-V282,1.1302,1.0131,5,1,4,1,0.1171,-0.2249,0.4462,0.4969,0.2357,False,False
A15_8-15,turn_gain_unwind,3,T4-V282pool,1.1302,1.0183,5,1,5,2,0.112,-0.23,0.4409,0.5194,0.2156,False,True
A15_8-15,turn_caster_bias,3,T4-V282pool,0.0626,-0.0292,5,1,3,2,0.0918,0.008,0.2701,0.2372,0.3869,True,True
A15_8-15,turn_caster_bias_pose,3,T4-V282pool,0.0303,-0.0577,5,1,3,2,0.088,0.015,0.463,0.408,0.2156,True,True
A15_8-15,turn_ret_overshoot,3,T64B-V282,0.0241,0.0,4,1,5,1,0.0241,-0.0063,0.3388,0.2707,0.0891,False,False
A15_8-15,turn_ret_overshoot,3,T64B-V282pool,0.0241,-0.0136,4,1,6,2,0.0377,-0.0003,0.3659,0.2899,0.13,False,True
A15_8-15,turn_ret_overshoot,3,T4-V282,-0.0149,0.0,5,1,5,1,-0.0149,-0.1383,0.0704,0.1565,0.0955,False,False
A15_8-15,turn_ret_overshoot,3,T4-V282pool,-0.0149,-0.0136,5,1,6,2,-0.0014,-0.1248,0.1294,0.1887,0.0072,False,True
A15_8-15,turn_settle_s,3,T64B-V282,0.06,0.0,4,1,5,1,0.06,-2.74,2.92,3.4316,0.0175,False,False
A15_8-15,turn_settle_s,3,T64B-V282pool,0.06,0.0,4,1,6,2,0.06,-2.83,2.92,3.8548,0.0156,False,True
A15_8-15,turn_settle_s,3,T4-V282,1.94,0.0,5,1,5,1,1.94,-0.89,3.28,3.7577,0.5163,False,False
A15_8-15,turn_settle_s,3,T4-V282pool,1.94,0.0,5,1,6,2,1.94,-2.09,2.64,4.1737,0.4648,False,True
A15_8-15,turn_hf_rms,4,T64B-V282,15.1346,1.2892,4,1,5,1,13.8454,5.3114,26.4159,14.5344,0.9526,True,False
A15_8-15,turn_hf_rms,4,T64B-V282pool,15.1346,1.3124,4,1,6,2,13.8222,5.2876,26.3927,14.6235,0.9452,True,True
A15_8-15,turn_hf_rms,4,T4-V282,7.0657,1.2892,5,1,5,1,5.7766,3.4241,12.7067,5.6042,1.0308,True,False
A15_8-15,turn_hf_rms,4,T4-V282pool,7.0657,1.3124,5,1,6,2,5.7533,3.4009,12.6834,5.6406,1.02,True,True
A15_8-15,turn_mode_rms,4,T64B-V282,12.45,0.4258,4,1,5,1,12.0242,5.5689,30.3967,17.3692,0.6923,True,False
A15_8-15,turn_mode_rms,4,T64B-V282pool,12.45,0.4434,4,1,6,2,12.0065,5.5508,30.3791,17.358,0.6917,True,True
A15_8-15,turn_mode_rms,4,T4-V282,7.673,0.4258,5,1,5,1,7.2472,4.0788,11.1561,4.0793,1.7766,True,False
A15_8-15,turn_mode_rms,4,T4-V282pool,7.673,0.4434,5,1,6,2,7.2296,4.0612,11.1293,4.201,1.7209,True,True
A45_2.5-5,mode_ratio_1.8-3Hz,4,T64-V282old,0.1359,0.042,5,2,11,2,0.0939,-0.0456,0.3572,0.2561,0.3667,False,False
A45_2.5-5,mode_ratio_1.8-3Hz,4,T64-V282pool,0.1359,0.042,5,2,15,3,0.0939,0.0244,0.3339,0.2147,0.4375,True,True
A45_2.5-5,mode_ratio_1.8-3Hz,4,T64B-V282old,0.1925,0.042,5,1,11,2,0.1505,-0.0507,0.3427,0.2805,0.5363,False,False
A45_2.5-5,mode_ratio_1.8-3Hz,4,T64B-V282pool,0.1925,0.042,5,1,15,3,0.1505,0.0033,0.3395,0.2498,0.6024,True,True
A45_2.5-5,mode_ratio_1.8-3Hz,4,T4-V282old,0.1989,0.042,8,1,11,2,0.1569,-0.0144,0.2511,0.2199,0.7137,False,False
A45_2.5-5,mode_ratio_1.8-3Hz,4,T4-V282pool,0.1989,0.042,8,1,15,3,0.1569,0.0766,0.251,0.1734,0.905,True,True
A45_2.5-5,hf_ratio_2-10Hz,4,T64-V282old,0.2202,0.1327,5,2,11,2,0.0875,-0.1893,0.3399,0.3433,0.2548,False,False
A45_2.5-5,hf_ratio_2-10Hz,4,T64-V282pool,0.2202,0.1327,5,2,15,3,0.0875,-0.0831,0.3418,0.3042,0.2875,False,True
A45_2.5-5,hf_ratio_2-10Hz,4,T64B-V282old,0.2952,0.1327,5,1,11,2,0.1625,-0.2017,0.3024,0.3754,0.433,False,False
A45_2.5-5,hf_ratio_2-10Hz,4,T64B-V282pool,0.2952,0.1327,5,1,15,3,0.1625,-0.0607,0.2905,0.3252,0.4997,False,True
A45_2.5-5,hf_ratio_2-10Hz,4,T4-V282old,0.2349,0.1327,8,1,11,2,0.1022,-0.1005,0.1811,0.2267,0.4508,False,False
A45_2.5-5,hf_ratio_2-10Hz,4,T4-V282pool,0.2349,0.1327,8,1,15,3,0.1022,-0.0684,0.1753,0.1486,0.6878,False,True
A45_2.5-5,mode_rms_1.8-3Hz,4,T64-V282old,8.6657,2.6242,5,2,11,2,6.0415,0.6299,16.5065,12.1458,0.4974,True,False
A45_2.5-5,mode_rms_1.8-3Hz,4,T64-V282pool,8.6657,2.7498,5,2,15,3,5.9159,0.5043,16.3553,12.2167,0.4842,True,True
A45_2.5-5,mode_rms_1.8-3Hz,4,T64B-V282old,15.7164,2.6242,5,1,11,2,13.0922,5.0239,16.7862,8.5302,1.5348,True,False
A45_2.5-5,mode_rms_1.8-3Hz,4,T64B-V282pool,15.7164,2.7498,5,1,15,3,12.9666,4.8983,16.6603,8.4651,1.5318,True,True
A45_2.5-5,mode_rms_1.8-3Hz,4,T4-V282old,10.5486,2.6242,8,1,11,2,7.9243,5.9839,13.4428,5.7814,1.3707,True,False
A45_2.5-5,mode_rms_1.8-3Hz,4,T4-V282pool,10.5486,2.7498,8,1,15,3,7.7988,5.6037,13.3073,5.707,1.3665,True,True
A45_2.5-5,hf_rms_2-10Hz,4,T64-V282old,11.8162,5.6147,5,2,11,2,6.2016,-3.5117,29.1315,21.557,0.2877,False,False
A45_2.5-5,hf_rms_2-10Hz,4,T64-V282pool,11.8162,5.6147,5,2,15,3,6.2016,-3.32,28.8683,21.3494,0.2905,False,True
A45_2.5-5,hf_rms_2-10Hz,4,T64B-V282old,19.0922,5.6147,5,1,11,2,13.4775,5.3657,19.3679,10.7304,1.256,True,False
A45_2.5-5,hf_rms_2-10Hz,4,T64B-V282pool,19.0922,5.6147,5,1,15,3,13.4775,5.6182,19.082,10.6177,1.2693,True,True
A45_2.5-5,hf_rms_2-10Hz,4,T4-V282old,12.2384,5.6147,8,1,11,2,6.6237,3.3599,11.1076,5.8492,1.1324,True,False
A45_2.5-5,hf_rms_2-10Hz,4,T4-V282pool,12.2384,5.6147,8,1,15,3,6.6237,3.3602,10.7763,5.3547,1.237,True,True
A45_2.5-5,travel_conc,4,T64-V282old,0.2586,0.1844,5,2,11,2,0.0742,-0.0473,0.1807,0.168,0.4418,False,False
A45_2.5-5,travel_conc,4,T64-V282pool,0.2586,0.1844,5,2,15,3,0.0742,-0.0433,0.176,0.1639,0.4529,False,True
A45_2.5-5,travel_conc,4,T64B-V282old,0.1707,0.1844,5,1,11,2,-0.0137,-0.0783,0.0746,0.1101,0.1241,False,False
A45_2.5-5,travel_conc,4,T64B-V282pool,0.1707,0.1844,5,1,15,3,-0.0137,-0.0844,0.0746,0.1053,0.1297,False,True
A45_2.5-5,travel_conc,4,T4-V282old,0.1876,0.1844,8,1,11,2,0.0033,-0.0605,0.0558,0.0895,0.0364,False,False
A45_2.5-5,travel_conc,4,T4-V282pool,0.1876,0.1844,8,1,15,3,0.0033,-0.0687,0.0572,0.0875,0.0372,False,True
A45_2.5-5,dwelljump_per100deg,4,T64-V282old,0.2575,0.0,5,2,11,2,0.2575,0.0,1.2306,1.2297,0.2094,False,False
A45_2.5-5,dwelljump_per100deg,4,T64-V282pool,0.2575,0.0,5,2,15,3,0.2575,0.0,1.2306,1.2297,0.2094,False,True
A45_2.5-5,dwelljump_per100deg,4,T64B-V282old,0.0,0.0,5,1,11,2,0.0,0.0,0.0,0.0,nan,False,False
A45_2.5-5,dwelljump_per100deg,4,T64B-V282pool,0.0,0.0,5,1,15,3,0.0,0.0,0.0,0.0,nan,False,True
A45_2.5-5,dwelljump_per100deg,4,T4-V282old,0.0,0.0,8,1,11,2,0.0,0.0,0.0,0.0,nan,False,False
A45_2.5-5,dwelljump_per100deg,4,T4-V282pool,0.0,0.0,8,1,15,3,0.0,0.0,0.0,0.0,nan,False,True
A45_5-8,mode_ratio_1.8-3Hz,4,T64-V282,0.3588,0.0249,7,2,7,2,0.3339,0.0379,0.465,0.3475,0.9609,True,False
A45_5-8,mode_ratio_1.8-3Hz,4,T64-V282old,0.3588,0.0245,7,2,11,3,0.3343,0.0349,0.4644,0.3489,0.958,True,False
A45_5-8,mode_ratio_1.8-3Hz,4,T64-V282pool,0.3588,0.0247,7,2,18,5,0.3341,0.0481,0.4647,0.3466,0.9639,True,True
A45_5-8,mode_ratio_1.8-3Hz,4,T64B-V282,0.188,0.0249,11,1,7,2,0.1631,0.0606,0.5349,0.355,0.4595,True,False
A45_5-8,mode_ratio_1.8-3Hz,4,T64B-V282old,0.188,0.0245,11,1,11,3,0.1635,0.0511,0.5353,0.3583,0.4563,True,False
A45_5-8,mode_ratio_1.8-3Hz,4,T64B-V282pool,0.188,0.0247,11,1,18,5,0.1633,0.074,0.5353,0.3529,0.4627,True,True
A45_5-8,mode_ratio_1.8-3Hz,4,T5-V282,0.4125,0.0249,8,1,7,2,0.3876,0.2626,0.7089,0.4091,0.9475,True,False
A45_5-8,mode_ratio_1.8-3Hz,4,T5-V282old,0.4125,0.0245,8,1,11,3,0.388,0.2583,0.7093,0.4126,0.9404,True,False
A45_5-8,mode_ratio_1.8-3Hz,4,T5-V282pool,0.4125,0.0247,8,1,18,5,0.3878,0.2637,0.7098,0.4106,0.9445,True,True
A45_5-8,mode_ratio_1.8-3Hz,4,T4-V282,0.2518,0.0249,10,1,7,2,0.2269,0.1055,0.4703,0.2929,0.7746,True,False
A45_5-8,mode_ratio_1.8-3Hz,4,T4-V282old,0.2518,0.0245,10,1,11,3,0.2273,0.0961,0.4695,0.2921,0.7781,True,False
A45_5-8,mode_ratio_1.8-3Hz,4,T4-V282pool,0.2518,0.0247,10,1,18,5,0.2271,0.1056,0.4696,0.2873,0.7904,True,True
A45_5-8,mode_ratio_1.8-3Hz,4,V282old-V282,0.0245,0.0249,11,3,7,2,-0.0004,-0.0583,0.0572,0.0715,0.0056,False,False
A45_5-8,hf_ratio_2-10Hz,4,T64-V282,0.3544,0.0839,7,2,7,2,0.2705,0.0062,0.4322,0.2979,0.9082,True,False
A45_5-8,hf_ratio_2-10Hz,4,T64-V282old,0.3544,0.0683,7,2,11,3,0.2861,-0.01,0.4486,0.3092,0.9254,False,False
A45_5-8,hf_ratio_2-10Hz,4,T64-V282pool,0.3544,0.0793,7,2,18,5,0.2751,0.0063,0.4374,0.2959,0.9298,True,True
A45_5-8,hf_ratio_2-10Hz,4,T64B-V282,0.3357,0.0839,11,1,7,2,0.2518,0.0451,0.3939,0.3175,0.7931,True,False
A45_5-8,hf_ratio_2-10Hz,4,T64B-V282old,0.3357,0.0683,11,1,11,3,0.2674,0.0505,0.4049,0.3291,0.8125,True,False
A45_5-8,hf_ratio_2-10Hz,4,T64B-V282pool,0.3357,0.0793,11,1,18,5,0.2564,0.0597,0.3992,0.3136,0.8175,True,True
A45_5-8,hf_ratio_2-10Hz,4,T5-V282,0.5104,0.0839,8,1,7,2,0.4266,0.2538,0.7071,0.3777,1.1293,True,False
A45_5-8,hf_ratio_2-10Hz,4,T5-V282old,0.5104,0.0683,8,1,11,3,0.4422,0.2539,0.7191,0.3863,1.1446,True,False
A45_5-8,hf_ratio_2-10Hz,4,T5-V282pool,0.5104,0.0793,8,1,18,5,0.4312,0.2561,0.7074,0.3766,1.1448,True,True
A45_5-8,hf_ratio_2-10Hz,4,T4-V282,0.3193,0.0839,10,1,7,2,0.2354,0.0528,0.4947,0.3208,0.734,True,False
A45_5-8,hf_ratio_2-10Hz,4,T4-V282old,0.3193,0.0683,10,1,11,3,0.2511,0.0365,0.5225,0.3304,0.7599,True,False
A45_5-8,hf_ratio_2-10Hz,4,T4-V282pool,0.3193,0.0793,10,1,18,5,0.2401,0.0498,0.4948,0.3171,0.757,True,True
A45_5-8,hf_ratio_2-10Hz,4,V282old-V282,0.0683,0.0839,11,3,7,2,-0.0156,-0.0962,0.0604,0.1191,0.131,False,False
A45_5-8,mode_rms_1.8-3Hz,4,T64-V282,16.1625,2.5367,7,2,7,2,13.6258,6.0604,19.4388,10.2767,1.3259,True,False
A45_5-8,mode_rms_1.8-3Hz,4,T64-V282old,16.1625,1.5775,7,2,11,3,14.585,6.9079,20.3863,10.2355,1.4249,True,False
A45_5-8,mode_rms_1.8-3Hz,4,T64-V282pool,16.1625,1.6871,7,2,18,5,14.4754,6.2877,20.2452,10.293,1.4063,True,True
A45_5-8,mode_rms_1.8-3Hz,4,T64B-V282,11.4938,2.5367,11,1,7,2,8.9571,2.6563,18.4852,11.9434,0.75,True,False
A45_5-8,mode_rms_1.8-3Hz,4,T64B-V282old,11.4938,1.5775,11,1,11,3,9.9163,3.6885,19.5957,11.8431,0.8373,True,False
A45_5-8,mode_rms_1.8-3Hz,4,T64B-V282pool,11.4938,1.6871,11,1,18,5,9.8066,3.4693,19.4444,11.8427,0.8281,True,True
A45_5-8,mode_rms_1.8-3Hz,4,T5-V282,15.9796,2.5367,8,1,7,2,13.4429,5.8666,18.8547,10.1463,1.3249,True,False
A45_5-8,mode_rms_1.8-3Hz,4,T5-V282old,15.9796,1.5775,8,1,11,3,14.4022,6.5133,19.4231,10.1669,1.4166,True,False
A45_5-8,mode_rms_1.8-3Hz,4,T5-V282pool,15.9796,1.6871,8,1,18,5,14.2925,6.5136,19.3685,10.0634,1.4203,True,True
A45_5-8,mode_rms_1.8-3Hz,4,T4-V282,13.1724,2.5367,10,1,7,2,10.6357,6.2162,23.4199,10.4141,1.0213,True,False
A45_5-8,mode_rms_1.8-3Hz,4,T4-V282old,13.1724,1.5775,10,1,11,3,11.5949,6.9195,24.0617,10.4995,1.1043,True,False
A45_5-8,mode_rms_1.8-3Hz,4,T4-V282pool,13.1724,1.6871,10,1,18,5,11.4852,6.8767,23.9146,10.4411,1.1,True,True
A45_5-8,mode_rms_1.8-3Hz,4,V282old-V282,1.5775,2.5367,11,3,7,2,-0.9592,-1.8966,1.3612,2.3401,0.4099,False,False
A45_5-8,hf_rms_2-10Hz,4,T64-V282,15.3783,5.4504,7,2,7,2,9.9279,1.2377,14.5143,8.2275,1.2067,True,False
A45_5-8,hf_rms_2-10Hz,4,T64-V282old,15.3783,3.3594,7,2,11,3,12.0189,4.7573,16.9674,8.1518,1.4744,True,False
A45_5-8,hf_rms_2-10Hz,4,T64-V282pool,15.3783,4.5101,7,2,18,5,10.8682,3.7834,16.46,7.7367,1.4048,True,True
A45_5-8,hf_rms_2-10Hz,4,T64B-V282,11.6598,5.4504,11,1,7,2,6.2094,2.1911,13.3735,9.5877,0.6476,True,False
A45_5-8,hf_rms_2-10Hz,4,T64B-V282old,11.6598,3.3594,11,1,11,3,8.3004,4.1818,15.8265,9.4413,0.8792,True,False
A45_5-8,hf_rms_2-10Hz,4,T64B-V282pool,11.6598,4.5101,11,1,18,5,7.1497,3.5178,15.452,9.6304,0.7424,True,True
A45_5-8,hf_rms_2-10Hz,4,T5-V282,17.9679,5.4504,8,1,7,2,12.5175,4.3701,15.7316,8.1648,1.5331,True,False
A45_5-8,hf_rms_2-10Hz,4,T5-V282old,17.9679,3.3594,8,1,11,3,14.6085,7.7717,18.4062,7.8737,1.8554,True,False
A45_5-8,hf_rms_2-10Hz,4,T5-V282pool,17.9679,4.5101,8,1,18,5,13.4578,6.7378,17.5912,8.164,1.6484,True,True
A45_5-8,hf_rms_2-10Hz,4,T4-V282,12.7241,5.4504,10,1,7,2,7.2737,2.4209,15.9741,11.2182,0.6484,True,False
A45_5-8,hf_rms_2-10Hz,4,T4-V282old,12.7241,3.3594,10,1,11,3,9.3647,3.7811,18.498,11.1391,0.8407,True,False
A45_5-8,hf_rms_2-10Hz,4,T4-V282pool,12.7241,4.5101,10,1,18,5,8.214,3.9996,17.6182,11.0389,0.7441,True,True
A45_5-8,hf_rms_2-10Hz,4,V282old-V282,3.3594,5.4504,11,3,7,2,-2.091,-5.0378,1.2258,5.0346,0.4153,False,False
A45_5-8,travel_conc,4,T64-V282,0.1553,0.1592,7,2,7,2,-0.0039,-0.1099,0.119,0.1496,0.0262,False,False
A45_5-8,travel_conc,4,T64-V282old,0.1553,0.1637,7,2,11,3,-0.0084,-0.1188,0.102,0.1767,0.0474,False,False
A45_5-8,travel_conc,4,T64-V282pool,0.1553,0.1635,7,2,18,5,-0.0082,-0.1086,0.1061,0.1455,0.0565,False,True
A45_5-8,travel_conc,4,T64B-V282,0.1769,0.1592,11,1,7,2,0.0177,-0.0898,0.1196,0.1257,0.1412,False,False
A45_5-8,travel_conc,4,T64B-V282old,0.1769,0.1637,11,1,11,3,0.0133,-0.1042,0.1045,0.1471,0.0902,False,False
A45_5-8,travel_conc,4,T64B-V282pool,0.1769,0.1635,11,1,18,5,0.0134,-0.0873,0.1045,0.1185,0.1135,False,True
A45_5-8,travel_conc,4,T5-V282,0.2427,0.1592,8,1,7,2,0.0835,-0.026,0.1098,0.1228,0.6801,False,False
A45_5-8,travel_conc,4,T5-V282old,0.2427,0.1637,8,1,11,3,0.0791,-0.0528,0.1269,0.1481,0.5339,False,False
A45_5-8,travel_conc,4,T5-V282pool,0.2427,0.1635,8,1,18,5,0.0792,-0.0282,0.1108,0.1133,0.6996,False,True
A45_5-8,travel_conc,4,T4-V282,0.2049,0.1592,10,1,7,2,0.0457,-0.0653,0.082,0.1121,0.408,False,False
A45_5-8,travel_conc,4,T4-V282old,0.2049,0.1637,10,1,11,3,0.0413,-0.09,0.0897,0.1393,0.2961,False,False
A45_5-8,travel_conc,4,T4-V282pool,0.2049,0.1635,10,1,18,5,0.0414,-0.0643,0.082,0.1068,0.3878,False,True
A45_5-8,travel_conc,4,V282old-V282,0.1637,0.1592,11,3,7,2,0.0045,-0.1015,0.1187,0.1585,0.0282,False,False
A45_5-8,dwelljump_per100deg,4,T64-V282,0.0,0.0,7,2,7,2,0.0,0.0,0.0,0.0,nan,False,False
A45_5-8,dwelljump_per100deg,4,T64-V282old,0.0,0.0,7,2,11,3,0.0,0.0,0.0,0.0,nan,False,False
A45_5-8,dwelljump_per100deg,4,T64-V282pool,0.0,0.0,7,2,18,5,0.0,0.0,0.0,0.0,nan,False,True
A45_5-8,dwelljump_per100deg,4,T64B-V282,0.2514,0.0,11,1,7,2,0.2514,0.0,0.6991,0.5337,0.471,False,False
A45_5-8,dwelljump_per100deg,4,T64B-V282old,0.2514,0.0,11,1,11,3,0.2514,0.0,0.6991,0.5337,0.471,False,False
A45_5-8,dwelljump_per100deg,4,T64B-V282pool,0.2514,0.0,11,1,18,5,0.2514,0.0,0.6991,0.5337,0.471,False,True
A45_5-8,dwelljump_per100deg,4,T5-V282,0.2687,0.0,8,1,7,2,0.2687,0.0,0.8676,0.7213,0.3725,False,False
A45_5-8,dwelljump_per100deg,4,T5-V282old,0.2687,0.0,8,1,11,3,0.2687,0.0,0.8676,0.7213,0.3725,False,False
A45_5-8,dwelljump_per100deg,4,T5-V282pool,0.2687,0.0,8,1,18,5,0.2687,0.0,0.8676,0.7213,0.3725,False,True
A45_5-8,dwelljump_per100deg,4,T4-V282,0.2876,0.0,10,1,7,2,0.2876,0.0,0.8253,0.5898,0.4877,False,False
A45_5-8,dwelljump_per100deg,4,T4-V282old,0.2876,0.0,10,1,11,3,0.2876,0.0,0.8253,0.5898,0.4877,False,False
A45_5-8,dwelljump_per100deg,4,T4-V282pool,0.2876,0.0,10,1,18,5,0.2876,0.0,0.8253,0.5898,0.4877,False,True
A45_5-8,dwelljump_per100deg,4,V282old-V282,0.0,0.0,11,3,7,2,0.0,0.0,0.0,0.0,nan,False,False
A45_8-15,mode_ratio_1.8-3Hz,4,T64B-V282old,0.6525,0.0833,10,1,7,3,0.5692,0.4076,0.7665,0.2433,2.3394,True,False
A45_8-15,mode_ratio_1.8-3Hz,4,T64B-V282pool,0.6525,0.0815,10,1,8,4,0.5709,0.4124,0.7295,0.2192,2.6046,True,False
A45_8-15,mode_ratio_1.8-3Hz,4,T4-V282old,0.4288,0.0833,8,1,7,3,0.3455,0.2019,0.4822,0.1714,2.0161,True,False
A45_8-15,mode_ratio_1.8-3Hz,4,T4-V282pool,0.4288,0.0815,8,1,8,4,0.3472,0.255,0.4661,0.1385,2.5061,True,False
A45_8-15,hf_ratio_2-10Hz,4,T64B-V282old,0.7589,0.1621,10,1,7,3,0.5968,0.4136,0.7792,0.3008,1.984,True,False
A45_8-15,hf_ratio_2-10Hz,4,T64B-V282pool,0.7589,0.1673,10,1,8,4,0.5916,0.375,0.7629,0.2981,1.9845,True,False
