cell,metric,note,pair,target_est,ref_est,n_target,routes_target,n_ref,routes_ref,diff,ci_lo,ci_hi,mde80,effect_over_mde,excludes0,ref_ok
R10_5-8,rate_hf_per_peak,5,T4-V282,0.2285,0.1097,22,1,14,3,0.1188,0.023,0.1968,0.1264,0.9403,True,False
R10_5-8,rate_hf_per_peak,5,T4-V282old,0.2285,0.1016,22,1,31,3,0.1268,0.0457,0.1963,0.1095,1.1587,True,True
R10_5-8,rate_hf_per_peak,5,T4-V282pool,0.2285,0.1016,22,1,45,6,0.1268,0.0471,0.1919,0.1064,1.192,True,True
R10_5-8,rate_hf_per_peak,5,T4-V282_LOO,0.2285,0.1354,22,1,5,2,0.0931,0.0071,0.2041,0.1476,0.6305,True,False
R10_5-8,rate_hf_per_peak,5,V282old-V282,0.1016,0.1097,31,3,14,3,-0.008,-0.0716,0.056,0.0889,0.0901,False,False
R10_5-8,rate_mode_per_peak,5,T64-V282,0.3112,0.0303,7,2,14,3,0.2809,0.0539,0.4621,0.3171,0.8857,True,False
R10_5-8,rate_mode_per_peak,5,T64-V282old,0.3112,0.0461,7,2,31,3,0.2651,0.0484,0.4395,0.3164,0.8378,True,True
R10_5-8,rate_mode_per_peak,5,T64-V282pool,0.3112,0.0443,7,2,45,6,0.2669,0.0513,0.4545,0.3144,0.8488,True,True
R10_5-8,rate_mode_per_peak,5,T64-V282_LOO,0.3112,0.0443,7,2,5,2,0.2669,0.0132,0.4621,0.322,0.8289,True,False
R10_5-8,rate_mode_per_peak,5,T64B-V282,0.1402,0.0303,19,1,14,3,0.1098,0.0419,0.1819,0.0908,1.2101,True,False
R10_5-8,rate_mode_per_peak,5,T64B-V282old,0.1402,0.0461,19,1,31,3,0.0941,0.0723,0.1703,0.0768,1.2258,True,True
R10_5-8,rate_mode_per_peak,5,T64B-V282pool,0.1402,0.0443,19,1,45,6,0.0959,0.0763,0.1712,0.0742,1.2932,True,True
R10_5-8,rate_mode_per_peak,5,T64B-V282_LOO,0.1402,0.0443,19,1,5,2,0.0959,0.0374,0.1712,0.1055,0.9086,True,False
R10_5-8,rate_mode_per_peak,5,T5-V282,0.2155,0.0303,4,1,14,3,0.1852,0.0506,0.3411,0.1913,0.9683,True,False
R10_5-8,rate_mode_per_peak,5,T5-V282old,0.2155,0.0461,4,1,31,3,0.1694,0.0348,0.323,0.1873,0.9048,True,True
R10_5-8,rate_mode_per_peak,5,T5-V282pool,0.2155,0.0443,4,1,45,6,0.1712,0.0412,0.3285,0.1872,0.9145,True,True
R10_5-8,rate_mode_per_peak,5,T5-V282_LOO,0.2155,0.0443,4,1,5,2,0.1712,0.0339,0.3239,0.1989,0.8607,True,False
R10_5-8,rate_mode_per_peak,5,T4-V282,0.1691,0.0303,22,1,14,3,0.1388,0.0704,0.2358,0.0998,1.3904,True,False
R10_5-8,rate_mode_per_peak,5,T4-V282old,0.1691,0.0461,22,1,31,3,0.123,0.0892,0.2217,0.0874,1.4067,True,True
R10_5-8,rate_mode_per_peak,5,T4-V282pool,0.1691,0.0443,22,1,45,6,0.1248,0.0948,0.2233,0.086,1.4512,True,True
R10_5-8,rate_mode_per_peak,5,T4-V282_LOO,0.1691,0.0443,22,1,5,2,0.1248,0.0548,0.2202,0.1146,1.0888,True,False
R10_5-8,rate_mode_per_peak,5,V282old-V282,0.0461,0.0303,31,3,14,3,0.0157,-0.0454,0.0342,0.0587,0.2684,False,False
R10_8-15,mode_ratio_1.8-3Hz,4,T64-V282,0.3179,0.054,20,2,58,3,0.2639,0.1448,0.4391,0.1842,1.4328,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T64-V282old,0.3179,0.0474,20,2,44,3,0.2705,0.1618,0.4505,0.1839,1.471,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T64-V282pool,0.3179,0.0511,20,2,102,6,0.2669,0.1508,0.4399,0.1815,1.4706,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T64-V282_LOO,0.3179,0.0628,20,2,21,2,0.2551,0.1562,0.4273,0.1871,1.3633,True,False
R10_8-15,mode_ratio_1.8-3Hz,4,T64B-V282,0.415,0.054,37,1,58,3,0.361,0.2551,0.5241,0.2157,1.6738,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T64B-V282old,0.415,0.0474,37,1,44,3,0.3676,0.2751,0.5345,0.2155,1.7055,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T64B-V282pool,0.415,0.0511,37,1,102,6,0.3639,0.2649,0.532,0.2162,1.6833,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T64B-V282_LOO,0.415,0.0628,37,1,21,2,0.3522,0.2479,0.5281,0.2207,1.5959,True,False
R10_8-15,mode_ratio_1.8-3Hz,4,T5-V282,0.3106,0.054,18,1,58,3,0.2566,0.1661,0.4032,0.1662,1.5436,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T5-V282old,0.3106,0.0474,18,1,44,3,0.2632,0.1729,0.4123,0.1661,1.5841,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T5-V282pool,0.3106,0.0511,18,1,102,6,0.2595,0.1729,0.4057,0.1658,1.5655,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T5-V282_LOO,0.3106,0.0628,18,1,21,2,0.2478,0.1551,0.397,0.1715,1.445,True,False
R10_8-15,mode_ratio_1.8-3Hz,4,T4-V282,0.4321,0.054,38,1,58,3,0.3781,0.24,0.4283,0.1386,2.7274,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T4-V282old,0.4321,0.0474,38,1,44,3,0.3847,0.2464,0.44,0.1388,2.771,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T4-V282pool,0.4321,0.0511,38,1,102,6,0.381,0.247,0.4305,0.1374,2.7739,True,True
R10_8-15,mode_ratio_1.8-3Hz,4,T4-V282_LOO,0.4321,0.0628,38,1,21,2,0.3693,0.2293,0.4312,0.1484,2.488,True,False
R10_8-15,mode_ratio_1.8-3Hz,4,V282old-V282,0.0474,0.054,44,3,58,3,-0.0066,-0.043,0.0135,0.0379,0.173,False,True
R10_8-15,hf_ratio_2-10Hz,4,T64-V282,0.5541,0.1578,20,2,58,3,0.3963,0.3214,0.6012,0.2018,1.9641,True,True
R10_8-15,hf_ratio_2-10Hz,4,T64-V282old,0.5541,0.1456,20,2,44,3,0.4085,0.3288,0.6116,0.2058,1.985,True,True
R10_8-15,hf_ratio_2-10Hz,4,T64-V282pool,0.5541,0.1507,20,2,102,6,0.4035,0.323,0.6069,0.2017,2.0001,True,True
R10_8-15,hf_ratio_2-10Hz,4,T64-V282_LOO,0.5541,0.1423,20,2,21,2,0.4118,0.3325,0.61,0.202,2.0385,True,False
R10_8-15,hf_ratio_2-10Hz,4,T64B-V282,0.5761,0.1578,37,1,58,3,0.4182,0.311,0.534,0.1498,2.7925,True,True
R10_8-15,hf_ratio_2-10Hz,4,T64B-V282old,0.5761,0.1456,37,1,44,3,0.4305,0.3254,0.5484,0.151,2.8515,True,True
R10_8-15,hf_ratio_2-10Hz,4,T64B-V282pool,0.5761,0.1507,37,1,102,6,0.4254,0.3177,0.5401,0.1469,2.8947,True,True
R10_8-15,hf_ratio_2-10Hz,4,T64B-V282_LOO,0.5761,0.1423,37,1,21,2,0.4337,0.3208,0.5397,0.1467,2.9562,True,False
R10_8-15,hf_ratio_2-10Hz,4,T5-V282,0.4301,0.1578,18,1,58,3,0.2723,0.1925,0.4459,0.1627,1.674,True,True
R10_8-15,hf_ratio_2-10Hz,4,T5-V282old,0.4301,0.1456,18,1,44,3,0.2845,0.2013,0.4579,0.1657,1.7172,True,True
R10_8-15,hf_ratio_2-10Hz,4,T5-V282pool,0.4301,0.1507,18,1,102,6,0.2795,0.203,0.4448,0.1608,1.7383,True,True
R10_8-15,hf_ratio_2-10Hz,4,T5-V282_LOO,0.4301,0.1423,18,1,21,2,0.2878,0.2063,0.456,0.1597,1.8028,True,False
R10_8-15,hf_ratio_2-10Hz,4,T4-V282,0.4809,0.1578,38,1,58,3,0.3231,0.2311,0.443,0.1679,1.9248,True,True
R10_8-15,hf_ratio_2-10Hz,4,T4-V282old,0.4809,0.1456,38,1,44,3,0.3353,0.2431,0.4556,0.1671,2.0069,True,True
R10_8-15,hf_ratio_2-10Hz,4,T4-V282pool,0.4809,0.1507,38,1,102,6,0.3302,0.2435,0.4448,0.1649,2.002,True,True
R10_8-15,hf_ratio_2-10Hz,4,T4-V282_LOO,0.4809,0.1423,38,1,21,2,0.3386,0.2403,0.4461,0.1638,2.0677,True,False
R10_8-15,hf_ratio_2-10Hz,4,V282old-V282,0.1456,0.1578,44,3,58,3,-0.0122,-0.0581,0.0298,0.0614,0.1989,False,True
R10_8-15,mode_rms_1.8-3Hz,4,T64-V282,3.6646,0.4704,20,2,58,3,3.1942,2.5177,4.2293,1.3102,2.438,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T64-V282old,3.6646,0.4807,20,2,44,3,3.1839,2.5415,4.2546,1.3008,2.4476,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T64-V282pool,3.6646,0.4753,20,2,102,6,3.1893,2.5051,4.2519,1.3069,2.4404,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T64-V282_LOO,3.6646,0.5403,20,2,21,2,3.1244,2.4722,4.1335,1.3089,2.387,True,False
R10_8-15,mode_rms_1.8-3Hz,4,T64B-V282,5.3101,0.4704,37,1,58,3,4.8397,2.9261,7.8859,3.5547,1.3615,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T64B-V282old,5.3101,0.4807,37,1,44,3,4.8294,2.9325,7.8736,3.5463,1.3618,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T64B-V282pool,5.3101,0.4753,37,1,102,6,4.8348,2.9277,7.8843,3.5544,1.3602,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T64B-V282_LOO,5.3101,0.5403,37,1,21,2,4.7699,2.872,7.8098,3.5537,1.3422,True,False
R10_8-15,mode_rms_1.8-3Hz,4,T5-V282,3.8781,0.4704,18,1,58,3,3.4077,2.1239,7.2577,3.1798,1.0717,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T5-V282old,3.8781,0.4807,18,1,44,3,3.3974,2.1377,7.2399,3.1827,1.0675,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T5-V282pool,3.8781,0.4753,18,1,102,6,3.4028,2.1264,7.2225,3.1848,1.0684,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T5-V282_LOO,3.8781,0.5403,18,1,21,2,3.3379,2.063,7.1919,3.1744,1.0515,True,False
R10_8-15,mode_rms_1.8-3Hz,4,T4-V282,4.3122,0.4704,38,1,58,3,3.8418,3.0078,5.3106,1.8486,2.0782,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T4-V282old,4.3122,0.4807,38,1,44,3,3.8315,3.0206,5.3312,1.8446,2.0771,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T4-V282pool,4.3122,0.4753,38,1,102,6,3.8369,3.0321,5.3099,1.8414,2.0837,True,True
R10_8-15,mode_rms_1.8-3Hz,4,T4-V282_LOO,4.3122,0.5403,38,1,21,2,3.7719,2.9527,5.2581,1.8461,2.0432,True,False
R10_8-15,mode_rms_1.8-3Hz,4,V282old-V282,0.4807,0.4704,44,3,58,3,0.0103,-0.1957,0.1453,0.2392,0.0432,False,True
R10_8-15,hf_rms_2-10Hz,4,T64-V282,6.5053,1.5763,20,2,58,3,4.929,2.9028,6.5793,3.2416,1.5205,True,True
R10_8-15,hf_rms_2-10Hz,4,T64-V282old,6.5053,1.6607,20,2,44,3,4.8446,2.8105,6.4202,3.2028,1.5126,True,True
R10_8-15,hf_rms_2-10Hz,4,T64-V282pool,6.5053,1.6278,20,2,102,6,4.8774,2.8881,6.4076,3.2056,1.5215,True,True
R10_8-15,hf_rms_2-10Hz,4,T64-V282_LOO,6.5053,1.3945,20,2,21,2,5.1108,2.852,6.6306,3.2759,1.5601,True,False
R10_8-15,hf_rms_2-10Hz,4,T64B-V282,7.4683,1.5763,37,1,58,3,5.892,3.6792,8.1077,3.1338,1.8801,True,True
R10_8-15,hf_rms_2-10Hz,4,T64B-V282old,7.4683,1.6607,37,1,44,3,5.8076,3.581,8.0435,3.1043,1.8708,True,True
R10_8-15,hf_rms_2-10Hz,4,T64B-V282pool,7.4683,1.6278,37,1,102,6,5.8404,3.6444,8.0716,3.0923,1.8887,True,True
R10_8-15,hf_rms_2-10Hz,4,T64B-V282_LOO,7.4683,1.3945,37,1,21,2,6.0738,3.7007,8.1198,3.1589,1.9228,True,False
R10_8-15,hf_rms_2-10Hz,4,T5-V282,6.8785,1.5763,18,1,58,3,5.3022,2.1529,6.8844,3.4229,1.5491,True,True
R10_8-15,hf_rms_2-10Hz,4,T5-V282old,6.8785,1.6607,18,1,44,3,5.2178,2.0143,6.8714,3.4695,1.5039,True,True
R10_8-15,hf_rms_2-10Hz,4,T5-V282pool,6.8785,1.6278,18,1,102,6,5.2507,2.1318,6.8837,3.426,1.5326,True,True
R10_8-15,hf_rms_2-10Hz,4,T5-V282_LOO,6.8785,1.3945,18,1,21,2,5.4841,2.2613,7.1839,3.4469,1.591,True,False
R10_8-15,hf_rms_2-10Hz,4,T4-V282,6.1502,1.5763,38,1,58,3,4.5739,2.8384,5.5498,2.0969,2.1812,True,True
R10_8-15,hf_rms_2-10Hz,4,T4-V282old,6.1502,1.6607,38,1,44,3,4.4895,2.7892,5.5367,2.0853,2.1529,True,True
R10_8-15,hf_rms_2-10Hz,4,T4-V282pool,6.1502,1.6278,38,1,102,6,4.5223,2.8788,5.5319,2.0399,2.2169,True,True
R10_8-15,hf_rms_2-10Hz,4,T4-V282_LOO,6.1502,1.3945,38,1,21,2,4.7557,2.8545,5.8046,2.1807,2.1808,True,False
R10_8-15,hf_rms_2-10Hz,4,V282old-V282,1.6607,1.5763,44,3,58,3,0.0844,-0.3733,0.5846,0.6879,0.1228,False,True
R10_8-15,travel_conc,4,T64-V282,0.3556,0.1949,20,2,58,3,0.1607,0.0448,0.2504,0.158,1.0173,True,True
R10_8-15,travel_conc,4,T64-V282old,0.3556,0.1893,20,2,44,3,0.1662,0.0525,0.255,0.1572,1.0578,True,True
R10_8-15,travel_conc,4,T64-V282pool,0.3556,0.1949,20,2,102,6,0.1607,0.0515,0.2506,0.1548,1.038,True,True
R10_8-15,travel_conc,4,T64-V282_LOO,0.3556,0.2072,20,2,21,2,0.1484,0.0326,0.2352,0.1601,0.9268,True,False
R10_8-15,travel_conc,4,T64B-V282,0.3398,0.1949,37,1,58,3,0.1449,0.0932,0.1925,0.0816,1.7762,True,True
R10_8-15,travel_conc,4,T64B-V282old,0.3398,0.1893,37,1,44,3,0.1504,0.0975,0.1979,0.0803,1.8727,True,True
R10_8-15,travel_conc,4,T64B-V282pool,0.3398,0.1949,37,1,102,6,0.1449,0.0982,0.1969,0.0751,1.9285,True,True
R10_8-15,travel_conc,4,T64B-V282_LOO,0.3398,0.2072,37,1,21,2,0.1325,0.0683,0.1785,0.083,1.5961,True,False
R10_8-15,travel_conc,4,T5-V282,0.2984,0.1949,18,1,58,3,0.1036,0.0556,0.1662,0.0762,1.3583,True,True
R10_8-15,travel_conc,4,T5-V282old,0.2984,0.1893,18,1,44,3,0.1091,0.0695,0.1766,0.078,1.398,True,True
R10_8-15,travel_conc,4,T5-V282pool,0.2984,0.1949,18,1,102,6,0.1036,0.0731,0.1738,0.073,1.4184,True,True
R10_8-15,travel_conc,4,T5-V282_LOO,0.2984,0.2072,18,1,21,2,0.0912,0.0427,0.1528,0.0779,1.1707,True,False
R10_8-15,travel_conc,4,T4-V282,0.3322,0.1949,38,1,58,3,0.1373,0.0655,0.2174,0.0965,1.4232,True,True
R10_8-15,travel_conc,4,T4-V282old,0.3322,0.1893,38,1,44,3,0.1429,0.074,0.2279,0.097,1.4734,True,True
R10_8-15,travel_conc,4,T4-V282pool,0.3322,0.1949,38,1,102,6,0.1373,0.0715,0.2183,0.0934,1.4707,True,True
R10_8-15,travel_conc,4,T4-V282_LOO,0.3322,0.2072,38,1,21,2,0.125,0.0528,0.2111,0.1018,1.2278,True,False
R10_8-15,travel_conc,4,V282old-V282,0.1893,0.1949,44,3,58,3,-0.0055,-0.0523,0.0274,0.0531,0.1038,False,True
R10_8-15,dwelljump_per100deg,4,T64-V282,1.116,0.4361,20,2,58,3,0.6799,-0.9341,2.646,2.7191,0.2501,False,True
R10_8-15,dwelljump_per100deg,4,T64-V282old,1.116,0.0,20,2,44,3,1.116,0.0,2.9458,2.5748,0.4334,False,True
R10_8-15,dwelljump_per100deg,4,T64-V282pool,1.116,0.2318,20,2,102,6,0.8841,-0.5461,2.7425,2.6279,0.3364,False,True
R10_8-15,dwelljump_per100deg,4,T64-V282_LOO,1.116,0.4133,20,2,21,2,0.7027,-1.2445,2.6432,2.9071,0.2417,False,False
R10_8-15,dwelljump_per100deg,4,T64B-V282,2.403,0.4361,37,1,58,3,1.9669,0.4773,3.8761,2.5332,0.7765,True,True
R10_8-15,dwelljump_per100deg,4,T64B-V282old,2.403,0.0,37,1,44,3,2.403,1.0333,4.321,2.3782,1.0104,True,True
R10_8-15,dwelljump_per100deg,4,T64B-V282pool,2.403,0.2318,37,1,102,6,2.1711,0.7449,4.1513,2.4466,0.8874,True,True
R10_8-15,dwelljump_per100deg,4,T64B-V282_LOO,2.403,0.4133,37,1,21,2,1.9896,0.101,4.0613,2.7544,0.7223,True,False
R10_8-15,dwelljump_per100deg,4,T5-V282,0.0,0.4361,18,1,58,3,-0.4361,-1.081,0.0,0.8384,0.5201,False,True
R10_8-15,dwelljump_per100deg,4,T5-V282old,0.0,0.0,18,1,44,3,0.0,0.0,0.0,0.0,nan,False,True
R10_8-15,dwelljump_per100deg,4,T5-V282pool,0.0,0.2318,18,1,102,6,-0.2318,-0.6435,0.0,0.5008,0.463,False,True
R10_8-15,dwelljump_per100deg,4,T5-V282_LOO,0.0,0.4133,18,1,21,2,-0.4133,-1.6609,0.0,1.4139,0.2923,False,False
R10_8-15,dwelljump_per100deg,4,T4-V282,1.1117,0.4361,38,1,58,3,0.6756,-0.2335,1.7971,1.4486,0.4664,False,True
R10_8-15,dwelljump_per100deg,4,T4-V282old,1.1117,0.0,38,1,44,3,1.1117,0.4544,2.0844,1.1949,0.9304,True,True
R10_8-15,dwelljump_per100deg,4,T4-V282pool,1.1117,0.2318,38,1,102,6,0.8799,0.0965,1.9354,1.3006,0.6765,True,True
R10_8-15,dwelljump_per100deg,4,T4-V282_LOO,1.1117,0.4133,38,1,21,2,0.6984,-0.7229,1.8903,1.8287,0.3819,False,False
R10_8-15,dwelljump_per100deg,4,V282old-V282,0.0,0.4361,44,3,58,3,-0.4361,-1.081,0.0,0.8384,0.5201,False,True
R10_8-15,rate_lag_excess,5,T64-V282,-0.014,0.05,10,2,27,3,-0.064,-0.1291,0.1011,0.1566,0.4088,False,True
R10_8-15,rate_lag_excess,5,T64-V282old,-0.014,0.07,10,2,25,3,-0.084,-0.179,0.101,0.1955,0.4297,False,True
R10_8-15,rate_lag_excess,5,T64-V282pool,-0.014,0.06,10,2,52,6,-0.074,-0.1541,0.0861,0.161,0.4596,False,True
R10_8-15,rate_lag_excess,5,T64-V282_LOO,-0.014,0.04,10,2,9,2,-0.054,-0.1193,0.1261,0.1732,0.3118,False,False
R10_8-15,rate_lag_excess,5,T64B-V282,-0.0522,0.05,19,1,27,3,-0.1022,-0.1822,-0.0472,0.1192,0.8574,True,True
R10_8-15,rate_lag_excess,5,T64B-V282old,-0.0522,0.07,19,1,25,3,-0.1222,-0.2723,-0.0572,0.1597,0.7654,True,True
R10_8-15,rate_lag_excess,5,T64B-V282pool,-0.0522,0.06,19,1,52,6,-0.1122,-0.1973,-0.0572,0.1185,0.9466,True,True
R10_8-15,rate_lag_excess,5,T64B-V282_LOO,-0.0522,0.04,19,1,9,2,-0.0922,-0.1922,-0.0022,0.1397,0.6602,True,False
R10_8-15,rate_lag_excess,5,T5-V282,0.0842,0.05,12,1,27,3,0.0342,-0.1208,0.1492,0.2344,0.1459,False,True
R10_8-15,rate_lag_excess,5,T5-V282old,0.0842,0.07,12,1,25,3,0.0142,-0.1958,0.1343,0.2594,0.0548,False,True
R10_8-15,rate_lag_excess,5,T5-V282pool,0.0842,0.06,12,1,52,6,0.0242,-0.1358,0.1392,0.2348,0.1031,False,True
R10_8-15,rate_lag_excess,5,T5-V282_LOO,0.0842,0.04,12,1,9,2,0.0442,-0.1208,0.1792,0.2424,0.1823,False,False
R10_8-15,rate_lag_excess,5,T4-V282,0.0404,0.05,18,1,27,3,-0.0096,-0.1896,0.0954,0.1838,0.0521,False,True
R10_8-15,rate_lag_excess,5,T4-V282old,0.0404,0.07,18,1,25,3,-0.0296,-0.2296,0.0754,0.2128,0.139,False,True
R10_8-15,rate_lag_excess,5,T4-V282pool,0.0404,0.06,18,1,52,6,-0.0196,-0.1996,0.0854,0.184,0.1065,False,True
R10_8-15,rate_lag_excess,5,T4-V282_LOO,0.0404,0.04,18,1,9,2,0.0004,-0.1796,0.1054,0.1914,0.0022,False,False
R10_8-15,rate_lag_excess,5,V282old-V282,0.07,0.05,25,3,27,3,0.02,-0.03,0.13,0.1236,0.1619,False,True
R10_8-15,rate_lag,5,T64-V282,0.285,0.25,10,2,27,3,0.035,-0.01,0.1802,0.15,0.2333,False,True
R10_8-15,rate_lag,5,T64-V282old,0.285,0.27,10,2,25,3,0.015,-0.08,0.17,0.1768,0.0848,False,True
R10_8-15,rate_lag,5,T64-V282pool,0.285,0.26,10,2,52,6,0.025,-0.0501,0.18,0.1485,0.1684,False,True
R10_8-15,rate_lag,5,T64-V282_LOO,0.285,0.24,10,2,9,2,0.045,-0.01,0.205,0.1668,0.2698,False,False
R10_8-15,rate_lag,5,T64B-V282,0.25,0.25,19,1,27,3,0.0,-0.09,0.0551,0.123,0.0,False,True
R10_8-15,rate_lag,5,T64B-V282old,0.25,0.27,19,1,25,3,-0.02,-0.17,0.04,0.153,0.1308,False,True
R10_8-15,rate_lag,5,T64B-V282pool,0.25,0.26,19,1,52,6,-0.01,-0.1,0.04,0.121,0.0827,False,True
R10_8-15,rate_lag,5,T64B-V282_LOO,0.25,0.24,19,1,9,2,0.01,-0.09,0.1,0.1424,0.0702,False,False
R10_8-15,rate_lag,5,T5-V282,0.37,0.25,12,1,27,3,0.12,-0.04,0.24,0.2276,0.5273,False,True
R10_8-15,rate_lag,5,T5-V282old,0.37,0.27,12,1,25,3,0.1,-0.1,0.22,0.2445,0.409,False,True
R10_8-15,rate_lag,5,T5-V282pool,0.37,0.26,12,1,52,6,0.11,-0.045,0.23,0.2267,0.4852,False,True
R10_8-15,rate_lag,5,T5-V282_LOO,0.37,0.24,12,1,9,2,0.13,-0.0301,0.265,0.2366,0.5494,False,False
R10_8-15,rate_lag,5,T4-V282,0.32,0.25,18,1,27,3,0.07,-0.115,0.17,0.1936,0.3616,False,True
R10_8-15,rate_lag,5,T4-V282old,0.32,0.27,18,1,25,3,0.05,-0.145,0.15,0.2142,0.2334,False,True
R10_8-15,rate_lag,5,T4-V282pool,0.32,0.26,18,1,52,6,0.06,-0.12,0.1601,0.1903,0.3153,False,True
R10_8-15,rate_lag,5,T4-V282_LOO,0.32,0.24,18,1,9,2,0.08,-0.11,0.2001,0.2053,0.3898,False,False
R10_8-15,rate_lag,5,V282old-V282,0.27,0.25,25,3,27,3,0.02,-0.03,0.12,0.1172,0.1706,False,True
R10_8-15,rate_gain,5,T64-V282,1.0581,0.9289,10,2,27,3,0.1293,-0.0463,0.3596,0.2693,0.4799,False,True
R10_8-15,rate_gain,5,T64-V282old,1.0581,0.9428,10,2,25,3,0.1153,-0.1031,0.3546,0.365,0.3159,False,True
R10_8-15,rate_gain,5,T64-V282pool,1.0581,0.932,10,2,52,6,0.1261,-0.0863,0.3108,0.2452,0.5142,False,True
R10_8-15,rate_gain,5,T64-V282_LOO,1.0581,0.7608,10,2,9,2,0.2973,0.0508,0.4,0.2739,1.0855,True,False
R10_8-15,rate_gain,5,T64B-V282,0.9915,0.9289,19,1,27,3,0.0626,-0.1031,0.3514,0.3318,0.1888,False,True
R10_8-15,rate_gain,5,T64B-V282old,0.9915,0.9428,19,1,25,3,0.0487,-0.1867,0.3574,0.4331,0.1124,False,True
R10_8-15,rate_gain,5,T64B-V282pool,0.9915,0.932,19,1,52,6,0.0595,-0.1412,0.3,0.311,0.1913,False,True
R10_8-15,rate_gain,5,T64B-V282_LOO,0.9915,0.7608,19,1,9,2,0.2307,-0.0234,0.437,0.3339,0.691,False,False
R10_8-15,rate_gain,5,T5-V282,0.9059,0.9289,12,1,27,3,-0.0229,-0.1157,0.2303,0.2753,0.0833,False,True
R10_8-15,rate_gain,5,T5-V282old,0.9059,0.9428,12,1,25,3,-0.0369,-0.2331,0.2343,0.3766,0.0979,False,True
R10_8-15,rate_gain,5,T5-V282pool,0.9059,0.932,12,1,52,6,-0.0261,-0.1867,0.2045,0.2526,0.1033,False,True
R10_8-15,rate_gain,5,T5-V282_LOO,0.9059,0.7608,12,1,9,2,0.1451,-0.0637,0.3267,0.2839,0.5112,False,False
R10_8-15,rate_gain,5,T4-V282,0.8083,0.9289,18,1,27,3,-0.1206,-0.2193,0.2093,0.3289,0.3666,False,True
R10_8-15,rate_gain,5,T4-V282old,0.8083,0.9428,18,1,25,3,-0.1345,-0.3291,0.2016,0.4247,0.3167,False,True
R10_8-15,rate_gain,5,T4-V282pool,0.8083,0.932,18,1,52,6,-0.1237,-0.2768,0.1706,0.3125,0.3959,False,True
R10_8-15,rate_gain,5,T4-V282_LOO,0.8083,0.7608,18,1,9,2,0.0475,-0.1619,0.2947,0.3326,0.1428,False,False
R10_8-15,rate_gain,5,V282old-V282,0.9428,0.9289,25,3,27,3,0.0139,-0.239,0.3383,0.3972,0.0351,False,True
R10_8-15,rate_peak_ratio,5,T64-V282,2.2712,1.0355,10,2,27,3,1.2357,0.4041,2.1629,1.1564,1.0686,True,True
R10_8-15,rate_peak_ratio,5,T64-V282old,2.2712,1.0119,10,2,25,3,1.2593,0.3551,2.1447,1.1779,1.0691,True,True
R10_8-15,rate_peak_ratio,5,T64-V282pool,2.2712,1.022,10,2,52,6,1.2491,0.4212,2.0889,1.1529,1.0835,True,True
R10_8-15,rate_peak_ratio,5,T64-V282_LOO,2.2712,0.9156,10,2,9,2,1.3556,0.5015,2.168,1.1603,1.1683,True,False
R10_8-15,rate_peak_ratio,5,T64B-V282,2.1635,1.0355,19,1,27,3,1.1279,0.8428,1.7097,0.6806,1.6572,True,True
R10_8-15,rate_peak_ratio,5,T64B-V282old,2.1635,1.0119,19,1,25,3,1.1516,0.815,1.682,0.7057,1.6318,True,True
R10_8-15,rate_peak_ratio,5,T64B-V282pool,2.1635,1.022,19,1,52,6,1.1414,0.8429,1.6478,0.6763,1.6877,True,True
R10_8-15,rate_peak_ratio,5,T64B-V282_LOO,2.1635,0.9156,19,1,9,2,1.2479,0.8996,1.7672,0.7062,1.767,True,False
R10_8-15,rate_peak_ratio,5,T5-V282,1.6505,1.0355,12,1,27,3,0.615,0.4042,1.2229,0.5471,1.1241,True,True
R10_8-15,rate_peak_ratio,5,T5-V282old,1.6505,1.0119,12,1,25,3,0.6386,0.3558,1.221,0.5865,1.0889,True,True
R10_8-15,rate_peak_ratio,5,T5-V282pool,1.6505,1.022,12,1,52,6,0.6285,0.3998,1.2156,0.5389,1.1662,True,True
R10_8-15,rate_peak_ratio,5,T5-V282_LOO,1.6505,0.9156,12,1,9,2,0.7349,0.4685,1.3175,0.5593,1.3139,True,False
R10_8-15,rate_peak_ratio,5,T4-V282,2.0742,1.0355,18,1,27,3,1.0387,0.7106,1.6446,0.6838,1.519,True,True
